Equity Index,1m,3m,6m,1y,2y,3y,4y,5y,6y,7y,8y,9y,10y,11y,12y,13y,14y,15y,16y,17y,18y,19y,20y,21y,22y,23y,24y,25y,26y,27y,28y,29y,30y,1m90,1m95,1m97_5,1m100,1m102_5,1m105,1m110,3m90,3m95,3m97_5,3m100,3m102_5,3m105,3m110,6m90,6m95,6m97_5,6m100,6m102_5,6m105,6m110,1y90,1y95,1y97_5,1y100,1y102_5,1y105,1y110,2y90,2y95,2y97_5,2y100,2y102_5,2y105,2y110,cr1y,cr2y,cr3y,cr4y,cr5y,cr6y,cr7y,cr8y,cr9y,cr10y
92.577252,0.317696,0.426091,0.578106,0.847971,1.276158,1.59289,1.830636,2.011862,2.152196,2.262587,2.350772,2.422271,2.481062,2.530045,2.571356,2.606589,2.636948,2.66335,2.686505,2.706967,2.725175,2.741477,2.756157,2.769443,2.781525,2.792558,2.802673,2.811981,2.820573,2.82853,2.835919,2.842799,2.84922,32.451641,31.784028,31.507357,30.934273,30.359133,30.142411,29.795653,31.334258,30.731383,30.471023,29.8701,29.265637,29.017142,28.542255,30.012105,29.509641,29.275163,28.821825,28.377142,28.15584,27.793253,29.408606,28.97211,28.771084,28.357207,27.959293,27.79461,27.443727,28.211485,27.911792,27.756719,27.532155,27.313692,27.187209,26.933878,3.777123,3.645676,3.540442,3.456349,3.388957,3.33463,3.290497,3.254325,3.224398,3.199398
90.350132,0.328433,0.436406,0.587829,0.856641,1.283149,1.598632,1.835439,2.015947,2.155723,2.265675,2.353509,2.424723,2.48328,2.532067,2.573213,2.608306,2.638544,2.66484,2.687903,2.708283,2.726418,2.742655,2.757276,2.770509,2.782542,2.793532,2.803607,2.812877,2.821435,2.82936,2.836719,2.843571,2.849967,33.312988,32.806488,32.560885,32.011982,31.472813,31.199368,30.613309,32.284771,31.530675,31.172585,30.882761,30.578657,30.224095,29.51985,31.100877,30.340257,29.986305,29.750713,29.512006,29.190639,28.590587,29.449488,28.893231,28.644913,28.38941,28.142967,27.926241,27.514626,28.351329,27.987376,27.817282,27.717256,27.623897,27.474601,27.198451,3.875697,3.727635,3.609443,3.515175,3.439726,3.37896,3.329625,3.289208,3.255778,3.227859
89.37102,0.331302,0.439163,0.590428,0.858958,1.285017,1.600167,1.836722,2.017038,2.156666,2.2665,2.35424,2.425378,2.483873,2.532608,2.57371,2.608765,2.63897,2.665238,2.688276,2.708635,2.72675,2.74297,2.757575,2.770794,2.782814,2.793792,2.803856,2.813116,2.821665,2.829581,2.836933,2.843778,2.850167,34.861445,34.29616,33.950288,33.541911,33.175567,32.855382,32.278317,33.986875,33.254791,32.937767,32.633122,32.295843,31.951096,31.277419,32.03984,31.397638,31.108221,30.801099,30.505652,30.230019,29.709737,30.013194,29.539167,29.304741,29.093813,28.908498,28.704007,28.306463,28.603169,28.338002,28.205176,28.131385,28.053795,27.915739,27.657026,4.111154,3.923352,3.77418,3.655597,3.560903,3.484754,3.422998,3.372444,3.330653,3.295764
88.908,0.327598,0.435603,0.587073,0.855967,1.282605,1.598185,1.835065,2.015629,2.155449,2.265435,2.353296,2.424532,2.483107,2.53191,2.573069,2.608173,2.63842,2.664724,2.687794,2.708181,2.726321,2.742563,2.757189,2.770426,2.782463,2.793456,2.803534,2.812807,2.821368,2.829295,2.836657,2.843511,2.849909,36.099914,35.623822,35.402641,35.095389,34.744647,34.543979,33.99289,34.940412,34.346856,34.073019,33.357755,32.675242,32.444402,31.967852,32.941994,32.260355,31.936532,31.444168,30.978477,30.739639,30.286169,30.155545,29.65059,29.402627,29.254276,29.130355,28.924345,28.541877,28.483812,28.217153,28.090894,28.135771,28.173976,28.041636,27.777512,4.169419,3.971771,3.814927,3.690326,3.590868,3.510913,3.446084,3.393022,3.349163,3.31255
91.693138,0.320087,0.428388,0.580271,0.849902,1.277715,1.594168,1.831706,2.012772,2.152981,2.263275,2.351381,2.422817,2.481556,2.530495,2.57177,2.606972,2.637303,2.663682,2.686816,2.70726,2.725451,2.74174,2.756406,2.769681,2.781751,2.792775,2.802881,2.81218,2.820765,2.828715,2.836097,2.842971,2.849387,36.719348,36.078739,35.793243,35.42847,35.087271,34.924526,34.407908,34.735187,33.997123,33.690044,33.046856,32.465697,32.246783,31.8424,32.776277,32.201446,31.945993,31.403019,30.884097,30.679494,30.248337,30.277374,29.899562,29.718297,29.289224,28.864845,28.69813,28.396849,28.527451,28.333389,28.239433,27.660836,27.086549,27.007279,26.851532,4.005441,3.83549,3.700231,3.592568,3.506514,3.437272,3.381092,3.335089,3.297051,3.26529
88.208488,0.337032,0.444668,0.595617,0.863585,1.288747,1.603231,1.839285,2.019218,2.158548,2.268148,2.355701,2.426687,2.485056,2.533687,2.574701,2.609681,2.639821,2.666034,2.689022,2.709337,2.727413,2.743598,2.758172,2.771363,2.783357,2.794311,2.804354,2.813594,2.822125,2.830024,2.83736,2.84419,2.850565,37.977326,37.550627,37.266901,36.700615,36.196836,36.045732,35.632976,36.562448,35.904664,35.56,35.138106,34.719991,34.331383,33.583556,34.039902,33.419436,33.123575,32.927518,32.733684,32.417248,31.812494,31.360611,30.863695,30.645955,30.433092,30.224049,30.023859,29.624466,29.579009,29.302385,29.162484,28.930426,28.705125,28.577207,28.329616,4.109573,3.922038,3.773074,3.654655,3.56009,3.484044,3.422372,3.371886,3.330151,3.295308
88.75786,0.330206,0.438109,0.589434,0.858073,1.284303,1.59958,1.836232,2.016621,2.156305,2.266185,2.353961,2.425128,2.483646,2.532401,2.57352,2.60859,2.638807,2.665086,2.688133,2.7085,2.726623,2.74285,2.757461,2.770685,2.78271,2.793692,2.803761,2.813025,2.821577,2.829497,2.836851,2.843699,2.850091,39.071714,38.216477,37.853103,37.776059,37.634254,37.223322,36.468902,37.054368,36.235742,35.841274,35.511112,35.22454,34.914303,34.403111,34.320564,33.683466,33.355264,33.151001,32.957892,32.665849,32.074923,31.561318,31.13188,30.932874,30.883326,30.81296,30.608709,30.231395,29.623909,29.28601,29.135272,29.201605,29.265403,29.121863,28.844421,4.223798,4.016957,3.852951,3.722731,3.618827,3.53532,3.467624,3.412222,3.366433,3.328211
88.520661,0.35285,0.459865,0.609942,0.876358,1.299046,1.611691,1.84636,2.025234,2.163744,2.272697,2.359733,2.430299,2.488323,2.536666,2.577437,2.61221,2.642172,2.668229,2.69108,2.711275,2.729244,2.745333,2.759821,2.772933,2.784857,2.795745,2.805728,2.814914,2.823394,2.831246,2.838538,2.845328,2.851665,39.699908,38.538513,38.006781,37.781176,37.546081,37.025093,36.055912,36.699973,35.893615,35.508823,35.516552,35.527761,35.137172,34.49763,34.71518,34.007653,33.653803,33.481666,33.304895,32.965052,32.335838,31.981005,31.438762,31.17237,30.932824,30.694966,30.425892,29.936991,29.182148,28.825544,28.66441,28.636138,28.614601,28.472741,28.202841,4.230561,4.022577,3.85768,3.726761,3.622304,3.538355,3.470302,3.414609,3.36858,3.330158
88.716306,0.373299,0.479512,0.628461,0.89287,1.312359,1.622627,1.855505,2.033012,2.170459,2.278577,2.364944,2.434968,2.492546,2.540517,2.580974,2.615479,2.64521,2.671066,2.693741,2.71378,2.731611,2.747576,2.761952,2.774963,2.786794,2.797599,2.807505,2.816619,2.825034,2.832826,2.840061,2.846799,2.853087,38.372253,37.887469,37.755178,37.218427,36.693087,36.60258,36.373202,36.670647,36.187566,35.987466,35.387121,34.757287,34.530666,34.060905,34.296753,33.850436,33.650583,33.099562,32.551034,32.338386,31.964328,31.873805,31.495128,31.318051,30.796523,30.294438,30.143486,29.853488,29.516692,29.265466,29.155891,28.776833,28.404586,28.304114,28.128614,4.356085,4.126865,3.945427,3.801535,3.686814,3.594666,3.519994,3.458901,3.408418,3.366285
89.243254,0.398007,0.503249,0.650836,0.912819,1.328442,1.635838,1.866553,2.042407,2.178573,2.285681,2.37124,2.440609,2.497647,2.545168,2.585246,2.619428,2.64888,2.674493,2.696956,2.716807,2.73447,2.750285,2.764526,2.777415,2.789135,2.799838,2.809651,2.81868,2.827015,2.834734,2.841901,2.848575,2.854805,39.054499,38.465399,38.156459,37.740184,37.342768,37.100891,36.488768,37.174188,36.59397,36.363043,35.882219,35.388662,35.131822,34.539042,34.828775,34.289185,34.031954,33.482483,32.94886,32.705257,32.221156,31.75229,31.366601,31.182174,30.714997,30.251368,30.0692,29.738301,29.244047,28.983666,28.877394,28.485189,28.100137,28.01511,27.852756,4.310125,4.088683,3.913303,3.774161,3.663198,3.574052,3.501804,3.442688,3.393835,3.353061
93.025747,0.424393,0.528599,0.67473,0.934122,1.345617,1.649945,1.87835,2.052439,2.187236,2.293265,2.377962,2.446631,2.503093,2.550135,2.589808,2.623644,2.652798,2.678152,2.700388,2.720038,2.737522,2.753177,2.767274,2.780032,2.791634,2.802229,2.811942,2.82088,2.82913,2.836771,2.843866,2.850472,2.856639,38.827459,38.08205,37.770321,37.457961,37.128043,36.762578,36.003801,36.555056,36.025295,35.732751,35.180899,34.653478,34.421185,33.898552,34.326916,33.800831,33.549746,32.956371,32.394503,32.184703,31.740466,31.616602,31.149836,30.93608,30.488421,30.052624,29.8852,29.574763,29.366646,29.093505,28.959154,28.548518,28.147434,28.021266,27.774045,4.184418,3.984235,3.825416,3.699265,3.59858,3.517646,3.452026,3.398319,3.353927,3.31687
92.377351,0.438405,0.542061,0.687419,0.945436,1.354738,1.657436,1.884615,2.057766,2.191836,2.297292,2.381532,2.449829,2.505986,2.552772,2.59223,2.625883,2.654879,2.680095,2.70221,2.721754,2.739143,2.754713,2.768733,2.781422,2.792961,2.803498,2.813159,2.822048,2.830254,2.837852,2.844909,2.85148,2.857612,38.934096,38.34609,38.117173,37.94888,37.775683,37.5233,36.937816,37.563218,36.863417,36.490144,36.132451,35.783833,35.40987,34.741954,34.774106,34.198784,33.935358,33.671783,33.389993,33.10985,32.567332,31.730052,31.25205,31.032611,30.922351,30.820932,30.614105,30.213896,29.667452,29.327125,29.172437,29.223671,29.267037,29.107542,28.800885,4.284969,4.067782,3.895717,3.759175,3.65027,3.562767,3.491845,3.433811,3.385851,3.345821
88.396933,0.45198,0.555102,0.699711,0.956394,1.363572,1.664693,1.890683,2.062926,2.196291,2.301193,2.384989,2.452926,2.508787,2.555326,2.594576,2.628051,2.656894,2.681977,2.703976,2.723415,2.740713,2.756201,2.770146,2.782768,2.794246,2.804728,2.814337,2.823179,2.831342,2.8389,2.845919,2.852455,2.858555,39.90018,39.332195,39.007873,38.56622,38.102434,37.821624,37.335893,38.020813,37.577512,37.329898,36.808195,36.292825,36.074635,35.673986,35.031371,34.455276,34.175019,33.737475,33.316598,33.086095,32.654201,32.031585,31.616157,31.432563,31.04975,30.688011,30.546221,30.252736,29.752825,29.480338,29.345323,29.054125,28.762662,28.637834,28.382781,4.515864,4.259581,4.057074,3.896661,3.768874,3.666289,3.583194,3.515229,3.45908,3.412226
88.322014,0.462167,0.56489,0.708937,0.964619,1.370202,1.670138,1.895237,2.066798,2.199635,2.304121,2.387584,2.455251,2.510889,2.557243,2.596337,2.629679,2.658406,2.68339,2.7053,2.724662,2.741891,2.757317,2.771207,2.783779,2.795211,2.80565,2.815221,2.824028,2.832158,2.839686,2.846678,2.853187,2.859263,40.542579,39.592127,39.186002,39.002173,38.871044,38.46206,37.551605,37.548693,36.857304,36.491563,36.182055,35.849563,35.529182,34.89997,34.752599,34.129031,33.844739,33.640077,33.444874,33.183144,32.640983,31.501004,31.148621,30.975976,30.706283,30.427728,30.261627,29.927072,29.375764,29.103269,28.971174,28.819303,28.673196,28.564642,28.361541,4.492792,4.24042,4.040955,3.882929,3.757029,3.655951,3.574072,3.507099,3.451768,3.405595
87.237812,0.441655,0.545183,0.690362,0.948059,1.356853,1.659174,1.886068,2.059001,2.192903,2.298226,2.382359,2.45057,2.506656,2.553384,2.592792,2.626402,2.655361,2.680546,2.702633,2.722151,2.739519,2.755069,2.769071,2.781745,2.793268,2.803792,2.813441,2.822318,2.830514,2.838103,2.845151,2.851713,2.857838,38.960074,38.585853,38.247855,37.843276,37.519842,37.169097,36.400512,36.810603,36.02111,35.617526,35.325844,35.043252,34.722773,34.098281,34.009556,33.375248,33.088619,32.840212,32.582956,32.306864,31.838529,31.544061,31.055083,30.814585,30.735624,30.665212,30.461952,30.08763,29.550288,29.241318,29.090556,29.049827,29.009793,28.87658,28.629757,4.405164,4.167635,3.979727,3.830761,3.712027,3.616673,3.539413,3.476209,3.423986,3.380402
90.659788,0.441786,0.545309,0.69048,0.948165,1.356938,1.659243,1.886126,2.059051,2.192945,2.298264,2.382393,2.4506,2.506683,2.553408,2.592815,2.626423,2.655381,2.680564,2.70265,2.722167,2.739534,2.755084,2.769085,2.781757,2.793281,2.803804,2.813452,2.822329,2.830525,2.838113,2.845161,2.851723,2.857847,36.576551,35.682263,35.299457,35.103506,34.88625,34.554263,33.892635,34.834536,34.144368,33.821652,33.451061,33.101947,32.801178,32.267736,33.027075,32.333812,31.996903,31.802424,31.615272,31.297439,30.669169,30.52582,30.043097,29.799011,29.656941,29.532222,29.311461,28.882084,29.353475,29.045649,28.90823,28.844483,28.781555,28.644928,28.382283,4.209512,4.005087,3.842962,3.714218,3.611482,3.528909,3.461965,3.407178,3.361896,3.324097
89.422358,0.445505,0.548882,0.693849,0.951168,1.359359,1.661232,1.887789,2.060465,2.194166,2.299333,2.38334,2.451449,2.507451,2.554108,2.593457,2.627017,2.655933,2.68108,2.703134,2.722623,2.739964,2.755491,2.769472,2.782126,2.793633,2.804141,2.813775,2.822639,2.830823,2.8384,2.845438,2.85199,2.858106,38.0995,37.557601,37.350968,36.916517,36.494193,36.259314,35.77298,35.904078,35.13165,34.776308,34.49832,34.230464,33.944993,33.395807,33.433097,32.758896,32.456477,32.086109,31.736257,31.474666,30.926491,31.023363,30.569855,30.340258,30.05752,29.774613,29.555487,29.14711,29.096637,28.851083,28.73292,28.294506,27.869141,27.782201,27.617774,4.215724,4.010248,3.847306,3.71792,3.614676,3.531697,3.464426,3.409371,3.363869,3.325886
87.918638,0.462394,0.565107,0.709142,0.964802,1.37035,1.670259,1.895338,2.066884,2.199709,2.304186,2.387641,2.455302,2.510936,2.557286,2.596376,2.629715,2.65844,2.683421,2.70533,2.72469,2.741917,2.757342,2.771231,2.783801,2.795232,2.805671,2.815241,2.824047,2.832176,2.839704,2.846695,2.853204,2.859279,37.591169,37.271972,37.081867,36.514224,35.927101,35.680805,35.565367,35.652202,35.286559,35.09768,34.408079,33.745345,33.606501,33.332806,33.87323,33.492959,33.311807,32.64791,31.987106,31.822123,31.495605,31.265121,30.902124,30.723248,30.140746,29.584068,29.419242,29.058761,29.240817,28.980245,28.863318,28.423876,28.004903,27.917301,27.756759,4.227612,4.020126,3.855618,3.725004,3.620788,3.537032,3.469134,3.413568,3.367644,3.329309
89.319157,0.447674,0.550966,0.695813,0.952919,1.36077,1.662391,1.888758,2.06129,2.194878,2.299956,2.383893,2.451944,2.507898,2.554516,2.593832,2.627364,2.656255,2.681381,2.703416,2.722888,2.740215,2.755729,2.769698,2.782342,2.793838,2.804338,2.813963,2.82282,2.830997,2.838568,2.845599,2.852146,2.858256,38.067418,37.228876,36.788364,36.610276,36.380902,35.919239,35.145186,36.051751,35.111913,34.604997,34.445557,34.333649,33.930732,33.190511,33.865805,33.165914,32.829483,32.677968,32.532219,32.21532,31.603832,31.214235,30.685828,30.435107,30.536514,30.634042,30.391589,29.926183,28.874316,28.529275,28.360713,28.456503,28.557421,28.408273,28.148573,4.316689,4.094136,3.917891,3.778071,3.666571,3.576997,3.504402,3.445003,3.395918,3.35495
89.108954,0.47118,0.573548,0.717098,0.971895,1.376067,1.674956,1.899265,2.070224,2.202593,2.30671,2.389879,2.457307,2.512749,2.558939,2.597894,2.631118,2.659744,2.684639,2.706472,2.725766,2.742933,2.758304,2.772145,2.784672,2.796064,2.806466,2.816004,2.824779,2.83288,2.840382,2.847348,2.853835,2.859889,38.804415,37.988941,37.677383,37.24841,36.818142,36.488156,36.014627,36.6985,35.973741,35.610356,35.352156,35.108513,34.759689,34.189424,34.113208,33.557033,33.301833,33.045506,32.791495,32.587525,32.16553,31.701271,31.236993,31.010044,30.853849,30.698305,30.471164,30.031472,29.29657,28.961357,28.791708,28.841217,28.895595,28.737361,28.425108,4.323548,4.099834,3.922685,3.782156,3.670096,3.580073,3.507117,3.447423,3.398095,3.356924
91.791876,0.467232,0.569755,0.713523,0.968708,1.373498,1.672845,1.8975,2.068723,2.201297,2.305576,2.388873,2.456406,2.511934,2.558196,2.597212,2.630487,2.659158,2.684092,2.705959,2.725282,2.742477,2.757872,2.771734,2.784281,2.79569,2.806109,2.815661,2.82445,2.832564,2.840077,2.847055,2.853551,2.859615,37.29761,36.51667,36.031055,35.620099,35.210168,34.694661,33.571798,35.135791,34.250159,33.879701,33.645828,33.439379,33.136288,32.526507,33.232445,32.479588,32.118935,31.931142,31.760711,31.460602,30.943135,30.644574,30.101868,29.842804,29.74228,29.65148,29.427523,28.999611,28.586585,28.335246,28.214682,28.068929,27.919876,27.798121,27.576082,4.163605,3.96694,3.810862,3.686861,3.587878,3.508303,3.443781,3.390969,3.347316,3.310875
90.263271,0.47221,0.574538,0.718031,0.972726,1.376738,1.675506,1.899725,2.070615,2.202931,2.307006,2.390141,2.457542,2.512961,2.559133,2.598072,2.631283,2.659897,2.684782,2.706606,2.725892,2.743052,2.758417,2.772253,2.784775,2.796161,2.80656,2.816093,2.824865,2.832963,2.840461,2.847425,2.853909,2.859961,36.329334,35.827949,35.578846,35.155691,34.717854,34.370837,33.643364,34.74835,33.915155,33.535573,33.298103,33.117482,32.836902,32.309796,32.612291,31.907345,31.570575,31.434889,31.323873,31.026942,30.443266,30.603476,30.163798,29.953609,29.71876,29.484513,29.282153,28.87382,29.122773,28.820401,28.677001,28.605449,28.532283,28.395909,28.155521,4.099068,3.913307,3.765726,3.648393,3.554686,3.479327,3.418209,3.368174,3.326812,3.292281
91.784858,0.504348,0.605413,0.747132,0.99867,1.397651,1.692682,1.914088,2.082828,2.213477,2.316239,2.398324,2.464873,2.519591,2.565179,2.603625,2.636415,2.664666,2.689236,2.710783,2.729825,2.746768,2.761938,2.775598,2.787961,2.799203,2.809469,2.818882,2.827542,2.835537,2.842941,2.849816,2.856218,2.862193,36.07806,35.247393,34.883937,34.39854,33.919518,33.631551,33.166481,33.7704,33.223125,32.940324,32.464558,31.978733,31.70641,31.190911,32.456299,31.82065,31.504845,31.172291,30.838366,30.527823,29.925355,30.338722,29.84073,29.59968,29.441845,29.286996,29.043694,28.596983,28.484491,28.209038,28.08176,27.960634,27.845586,27.736982,27.514299,4.10396,3.917373,3.769148,3.651309,3.557202,3.481524,3.420147,3.369903,3.328367,3.29369
